STUID,GENDER,ETHNICITY,CITY,DISTRICT,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,ENROLLEDSEMESTER
20345,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,7/23/2021,2000-1
20378,M,Mestizo,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
20407,M,Ketchi,BELMOPAN,CAYO,TOLEDO COMMUNITY COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
20424,M,Mestizo,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20437,M,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
20438,F,Creole,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
20482,M,Mestizo,-,CAYO,AYOUNG NAZARENE HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
20483,M,Creole,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-3
20520,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
20562,M,Mestizo,-,ORANGE WALK,ESCUELA MEXICO JR COLLEGE,1/13/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2000-1
20586,M,Creole,-,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
20592,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
20601,M,Mayan,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
20626,M,Mestizo,SAN PEDRO,BELIZE,SAN PEDRO HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
20627,M,Mestizo,-,BELIZE,ST. JOHN'S COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2018-1
20660,M,Mestizo,STANN CREEK,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20668,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
20675,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20710,F,East Indian,DANGRIGA,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
20725,M,Creole,PUNTA GORDA TOWN,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20742,F,Other,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,12/9/2021,2000-1
20782,F,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20809,M,Mayan,-,STANN CREEK,GEORGETOWN TECHNICAL H.S.,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-2
20821,M,Mestizo,BELMOPAN CITY,CAYO,VOP - SDA ACADEMY,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-3
20831,F,Mestizo,-,CAYO,JIREH HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
20849,M,Mayan,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
20858,F,Mayan,BELMOPAN CITY,CAYO,CAYO CHRISTIAN ACADEMY,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2018-1
20888,M,Mestizo,-,CAYO,CAYO CHRISTIAN ACADEMY,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
20912,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-2
20934,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
20936,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
20969,M,Mestizo,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,7/23/2021,2018-1
21005,M,Creole,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
21023,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21029,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21039,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
21049,F,Mestizo,BELMOPAN,CAYO,SACRED HEART COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2000-1
21080,M,Mayan,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2018-1
21112,M,Mayan,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/9/2020,2019-1
21144,M,Other,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
21171,M,Mayan,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21185,F,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2000-1
21212,F,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
21217,F,Mestizo,BELIZE CITY,BELIZE,CANAAN SDA HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21226,M,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2000-1
21262,M,Mestizo,SAN IGNACIO TOWN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
21274,F,East Indian,-,BELIZE,ST. CATHERINE ACADEMY,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
21289,M,Creole,-,CAYO,EDEN SDA HIGH,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
21291,M,Other,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2018-1
21323,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2018-2
21358,F,Creole,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,1/18/2021,AINT,Information Technology,11,Associate Degree,In Process,,8/29/2022,2021-1
21370,M,Creole,-,STANN CREEK,INDEPENDENCE JUNIOR COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
21387,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
21420,F,Creole,BELIZE CITY,BELIZE,LADYVILLE TECHNICAL HIGH,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
21425,F,Creole,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21431,M,Creole,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,1/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
21435,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
21456,M,Garifuna,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21464,M,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2018-1
21500,M,Creole,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21509,M,Mestizo,BELMOPAN,CAYO,COROZAL COMMUNITY COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,12/9/2021,2018-1
21539,M,Mestizo,BELMOPAN,CAYO,COROZAL COMMUNITY COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/18/2020,2018-1
21570,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
21597,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
21618,M,Mestizo,BELIZE CITY,BELIZE,UNIVERSITY OF THE WEST INDIES,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
21629,M,Mestizo,-,CAYO,CAYO CHRISTIAN ACADEMY,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21635,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
21673,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21681,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2018-1
21712,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,12/9/2021,2018-1
21741,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2018-1
21779,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
21780,F,Garifuna,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-2
21792,M,Mestizo,SPANISH LOOKOUT,CAYO,EDEN SDA HIGH,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
21797,M,East Indian,PUNTA GORDA TOWN,TOLEDO,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
21811,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,7/22/2022,2018-1
21852,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,BISHOP MARTIN HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
21888,F,Mestizo,-,ORANGE WALK,ORANGE WALK TECHNICAL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2018-2
21918,M,Creole,-,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
21924,M,Mestizo,-,ORANGE WALK,ESCUELA MEXICO JR COLLEGE,1/14/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-2
21935,M,Mestizo,SANTA ELENA TOWN,CAYO,EDEN SDA HIGH,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
21947,M,Creole,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
21954,F,Mestizo,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
21960,M,Creole,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
21961,M,Mestizo,-,CAYO,EDEN SDA HIGH,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
21973,M,Mestizo,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-2
21998,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2019-1
22025,F,Creole,ORANGE WALK TOWN,ORANGE WALK,BELIZE ADVENTIST COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
22039,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2019-1
22065,M,Unknown,-,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-1
22096,F,Mestizo,-,CAYO,EDEN SDA HIGH,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22106,M,Garifuna,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
22113,M,Creole,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/19/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-1
22143,M,Ketchi,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
22148,M,Creole,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22149,M,Mestizo,-,CAYO,UNIVERSITY OF BELIZE,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
22157,F,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2019-2
22187,F,Creole,BELMOPAN,CAYO,SACRED HEART COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
22205,F,Mestizo,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
22214,F,Garifuna,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-2
22221,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-2
22235,M,Mayan,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-2
22240,F,Creole,BELIZE CITY,BELIZE,PALLOTTI HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22248,M,Mestizo,-,COROZAL,SARTENEJA BAPTIST HIGH SCHOOL,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2019-1
22277,M,Creole,BELMOPAN,CAYO,BELMOPAN BAPTIST ACE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22279,M,Mestizo,-,BELIZE,EDWARD P. YORKE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
22282,M,Mayan,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22297,M,East Indian,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
22326,M,Mestizo,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22337,F,Other,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,7/23/2021,2019-1
22368,M,Mayan,PUNTA GORDA TOWN,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-3
22377,M,Ketchi,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2000-1
22411,F,Mayan,-,TOLEDO,PROVIDENCE SDA HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
22417,M,Mestizo,BELMOPAN,CAYO,BELIZE CHRISTIAN ACADEMY,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-1
22443,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
22449,M,Creole,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-2
22479,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-2
22509,M,Mayan,-,CAYO,SACRED HEART COLLEGE,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2000-1
22539,M,Other,BELMOPAN CITY,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22550,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/19/2019,AINT,Information Technology,11,Associate Degree,In Process,,1/17/2023,2019-1
22584,F,Other,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2020,AINT,Information Technology,11,Associate Degree,In Process,,1/4/2023,2020-1
22608,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22618,F,Creole,-,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
22622,M,Unknown,BELIZE CITY,BELIZE,NAZARENE HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-2
22631,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-3
22638,M,Other,BENQUE VIEJO DEL CARMEN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
22677,M,Creole,SANTA ELENA TOWN,CAYO,EDEN SDA HIGH,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-2
22686,M,Other,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
22691,M,Other,BELMOPAN,CAYO,BELIZE CHRISTIAN ACADEMY,8/19/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22702,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22704,F,Creole,-,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
22722,M,Other,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,12/9/2021,2019-2
22752,M,Creole,SAN PEDRO TOWN,BELIZE,SAN PEDRO HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22762,M,Unknown,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22767,M,Creole,BELMOPAN,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,1/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
22777,M,Mestizo,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
22796,F,Creole,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/19/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
22820,M,Mestizo,BELIZE CITY,BELIZE,CANAAN SDA HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-1
22835,M,Mestizo,SAN IGNACIO TOWN,CAYO,INDEPENDENCE HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
22850,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
22861,M,Mestizo,-,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22887,M,Other,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2020-1
22910,M,Mestizo,-,ORANGE WALK,ESCUELA MEXICO JR COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22921,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART JUNIOR COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
22940,M,Garifuna,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-2
22968,M,Garifuna,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,In Process,,,2019-1
22996,M,Creole,ORANGE WALK TOWN,ORANGE WALK,BISHOP MARTIN HIGH SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
23003,F,Other,BELMOPAN,CAYO,BELMOPAN BAPTIST ACE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-3
23005,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/19/2019,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,12/9/2021,2019-2
23032,F,Creole,-,BELIZE,GWEN LIZARRAGA,1/17/2023,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
23042,M,Garifuna,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-3
23044,M,Other,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
23051,F,Ketchi,PUNDA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
23061,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
23071,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2019-1
23089,F,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2019-1
23097,M,Mayan,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
23109,M,Mestizo,-,CAYO,AYOUNG NAZARENE HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
23115,M,African,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
23125,M,Other,BELMOPAN CITY,CAYO,FOREIGN,1/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-2
23149,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,ESCUELA MEXICO JR COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
23162,M,Mestizo,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
23174,F,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
23199,M,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
23211,M,Mestizo,-,CAYO,VOP - SDA ACADEMY,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-2
